unigram,sum,frequency,mean
thinking,9.1,1,9.1
worthy,61.599999999999994,7,8.799999999999999
barstool,6.9,1,6.9
wonka,45.0,5,9.0
tbh,8.0,1,8.0
daft,9.4,1,9.4
snooze,8.0,1,8.0
booker,28.200000000000003,3,9.4
mint,194.69999999999996,23,8.465217391304346
phone,69429.10000000129,7614,9.118610454426227
spendy,7.5,1,7.5
downright,8.7,1,8.7
shoutout,9.2,1,9.2
bridesmaid,6.6,1,6.6
seja,9.1,1,9.1
plague,25.1,3,8.366666666666667
floppy,8.2,1,8.2
charming,75.7,9,8.411111111111111
loooveee,9.0,1,9.0
rate,46.400000000000006,5,9.280000000000001
pierogy,455.0000000000004,50,9.100000000000009
camelized,9.0,1,9.0
muffins,7.5,1,7.5
takeout,81.9,9,9.100000000000001
victim,9.2,1,9.2
swell,8.9,1,8.9
amerika,9.4,1,9.4
leg,189.49999999999997,22,8.613636363636362
rotisserie,257.80000000000007,28,9.207142857142859
vary,26.8,3,8.933333333333334
marshmellow,36.1,4,9.025
kerner,9.1,1,9.1
finish,331.7,37,8.964864864864865
vent,9.2,1,9.2
transplant,8.9,1,8.9
sober,18.5,2,9.25
conduct,6.8,1,6.8
device,7.2,1,7.2
caffeinated,8.3,1,8.3
unlock,23.0,3,7.666666666666667
coolness,9.4,1,9.4
throughout,66.10000000000001,8,8.262500000000001
yard,16.7,2,8.35
falafael,9.0,1,9.0
vem,8.1,1,8.1
chips,44.9,5,8.98
consume,16.0,2,8.0
midweek,18.1,2,9.05
kann,9.0,1,9.0
will,4807.199999999985,553,8.692947558770317
bust,45.2,5,9.040000000000001
stefan,9.4,1,9.4
burning,15.5,2,7.75
urquell,6.5,1,6.5
friday,176.4,22,8.018181818181818
downside,26.9,3,8.966666666666667
busy,69878.00000000134,7666,9.115314375163232
varsa,9.0,1,9.0
stiff,8.1,1,8.1
format,37.400000000000006,4,9.350000000000001
esquite,16.4,2,8.2
burito,8.2,1,8.2
righteous,14.7,2,7.35
staffing,9.3,1,9.3
eva,18.8,2,9.4
meetball,9.1,1,9.1
sample,195.09999999999997,22,8.868181818181817
john,32.7,4,8.175
urge,17.1,2,8.55
outta,24.0,3,8.0
elk,27.0,3,9.0
chinguen,8.2,1,8.2
curried,18.1,2,9.05
drake,17.7,2,8.85
gorgeous,69.8,8,8.725
yes,462.7999999999999,53,8.732075471698112
shower,6.6,1,6.6
elote,16.9,2,8.45
customary,9.4,1,9.4
sweater,7.5,1,7.5
uncomfortably,6.9,1,6.9
cherrystone,8.1,1,8.1
password,342.4,42,8.152380952380952
onigiri,94.2,11,8.563636363636364
willing,63.599999999999994,7,9.085714285714285
bellini,9.0,1,9.0
discount,122.1,15,8.139999999999999
emigrate,9.1,1,9.1
mandarin,9.1,1,9.1
fit,59.5,7,8.5
arthur,9.1,1,9.1
inexplicable,9.0,1,9.0
disorderly,9.2,1,9.2
paperadelli,8.6,1,8.6
stepullo,9.1,1,9.1
official,34.6,4,8.65
est,27.299999999999997,3,9.1
base,141.60000000000002,16,8.850000000000001
cloyingly,9.2,1,9.2
nonetheless,49.89999999999999,6,8.316666666666665
hook,42.5,5,8.5
then,1060.8000000000004,123,8.624390243902443
bombdiggity,9.2,1,9.2
sprawling,18.4,2,9.2
scharfenberger,8.1,1,8.1
works,27.1,3,9.033333333333333
alive,17.0,2,8.5
saints,35.2,4,8.8
layout,32.1,4,8.025
self,26.599999999999998,3,8.866666666666665
codax,6.9,1,6.9
clove,9.4,1,9.4
would,1658.8999999999992,192,8.640104166666662
smear,9.4,1,9.4
negative,37.6,5,7.5200000000000005
scenery,15.600000000000001,2,7.800000000000001
aspiration,8.6,1,8.6
stella,9.0,1,9.0
grass,17.4,2,8.7
save,470.10000000000025,54,8.705555555555561
cord,8.5,1,8.5
tonkatsu,45.7,5,9.14
channel,7.3,1,7.3
goodness,183.99999999999997,21,8.761904761904761
refresher,7.5,1,7.5
sleepy,26.700000000000003,3,8.9
sorbara,9.1,1,9.1
tortilla,221.5,26,8.51923076923077
sommelier,72.7,8,9.0875
obie,9.0,1,9.0
communion,8.9,1,8.9
ortalama,8.1,1,8.1
painfully,17.1,2,8.55
institution,52.800000000000004,6,8.8
park,133.89999999999998,17,7.876470588235293
eclair,55.2,6,9.200000000000001
plate,1095.2000000000012,123,8.904065040650416
innovation,26.400000000000002,3,8.8
mom,85.0,10,8.5
desert,286.69999999999993,32,8.959374999999998
brice,9.1,1,9.1
unsweetened,30.999999999999996,4,7.749999999999999
xiaolongbao,17.8,2,8.9
unholy,9.4,1,9.4
chasu,9.4,1,9.4
deliver,95.80000000000001,11,8.70909090909091
condescension,8.9,1,8.9
poise,9.0,1,9.0
nooooooo,8.1,1,8.1
session,7.1,1,7.1
stretch,9.4,1,9.4
description,33.8,4,8.45
franken,9.1,1,9.1
atendimento,17.7,2,8.85
turnip,9.1,1,9.1
encourage,9.4,1,9.4
intelligent,6.6,1,6.6
pants,33.8,4,8.45
belligerent,6.6,1,6.6
cheddar,288.60000000000014,36,8.016666666666671
lighter,54.900000000000006,6,9.15
affogato,45.89999999999999,5,9.179999999999998
itself,67.0,8,8.375
dinning,9.4,1,9.4
network,44.400000000000006,5,8.88
better,2724.299999999994,315,8.648571428571408
throwback,16.4,2,8.2
woyton,7.8,1,7.8
funghus,9.1,1,9.1
tazo,22.5,3,7.5
perception,18.5,2,9.25
prize,16.2,2,8.1
directly,26.2,3,8.733333333333333
dipuji,9.4,1,9.4
aqua,8.7,1,8.7
dente,80.5,9,8.944444444444445
experimentar,18.299999999999997,2,9.149999999999999
smooch,9.1,1,9.1
prefix,36.3,4,9.075
incredibly,227.6,26,8.753846153846153
refine,17.299999999999997,2,8.649999999999999
ignorant,9.4,1,9.4
gnocchi,205.6,23,8.939130434782609
pickleback,21.6,3,7.2
flank,9.3,1,9.3
unassuming,44.599999999999994,5,8.919999999999998
belgian,67.5,8,8.4375
kyurus,9.4,1,9.4
surround,24.4,3,8.133333333333333
ono,9.2,1,9.2
onto,35.2,4,8.8
goodbye,16.9,2,8.45
mistake,80.5,10,8.05
assistant,6.8,1,6.8
nothing,668.5000000000005,80,8.356250000000006
toasty,14.9,2,7.45
bem,35.3,4,8.825
prosciutto,246.7999999999999,28,8.814285714285711
dense,62.9,7,8.985714285714286
jenny,9.1,1,9.1
barrista,15.100000000000001,2,7.550000000000001
dreadful,8.1,1,8.1
saba,17.7,2,8.85
press,218.29999999999995,25,8.731999999999998
yakitoris,8.8,1,8.8
underestimate,26.1,3,8.700000000000001
lush,18.4,2,9.2
choco,62.6,7,8.942857142857143
placement,7.4,1,7.4
single,195.20000000000007,23,8.486956521739133
layer,97.0,11,8.818181818181818
assume,32.3,4,8.075
hill,9.4,1,9.4
cinnabun,9.1,1,9.1
bulldozer,36.0,4,9.0
email,16.7,2,8.35
couscous,9.2,1,9.2
distribute,9.1,1,9.1
slow,449.10000000000014,57,7.878947368421055
housewife,9.0,1,9.0
expansive,32.8,4,8.2
plastic,50.5,6,8.416666666666666
ehhh,18.2,2,9.1
loyaltea,7.5,1,7.5
rightfully,9.2,1,9.2
mala,9.3,1,9.3
caveat,6.5,1,6.5
grumpy,9.1,1,9.1
reinvent,34.3,4,8.575
arugula,251.8999999999999,28,8.996428571428568
permanently,9.2,1,9.2
unreal,126.30000000000003,14,9.021428571428574
alsace,9.4,1,9.4
disgusting,41.4,5,8.28
deeeeelicious,17.2,2,8.6
damnfine,26.700000000000003,3,8.9
fiddy,8.6,1,8.6
carnivore,34.3,4,8.575
drive,9.1,1,9.1
mesmo,9.1,1,9.1
poke,18.3,2,9.15
cola,6.8,1,6.8
frickle,28.8,4,7.2
purpose,8.6,1,8.6
cab,18.0,2,9.0
guava,9.2,1,9.2
tout,9.0,1,9.0
swirl,36.4,4,9.1
corp,5.8,1,5.8
ultra,27.2,3,9.066666666666666
chick,44.5,5,8.9
pipe,9.0,1,9.0
olives,9.2,1,9.2
audience,9.1,1,9.1
ippudos,9.4,1,9.4
belief,18.0,2,9.0
rhone,7.8,1,7.8
treat,434.3,51,8.515686274509804
factory,36.2,4,9.05
hospitality,30.799999999999997,4,7.699999999999999
pup,8.7,1,8.7
doonan,9.1,1,9.1
broey,7.5,1,7.5
tsuki,9.4,1,9.4
nicd,6.5,1,6.5
invade,9.3,1,9.3
stair,44.9,5,8.98
waffle,792.5999999999999,92,8.615217391304347
environmentally,9.1,1,9.1
sneak,36.7,4,9.175
pala,60.900000000000006,7,8.700000000000001
soleil,9.2,1,9.2
angels,9.4,1,9.4
stedene,7.1,1,7.1
craving,176.99999999999997,20,8.849999999999998
choose,292.3999999999999,34,8.599999999999998
thinks,7.2,1,7.2
dispatch,8.9,1,8.9
insyead,9.1,1,9.1
beg,24.9,3,8.299999999999999
vapiano,40.5,5,8.1
guatemala,8.7,1,8.7
nabeyaki,26.099999999999998,3,8.7
century,9.2,1,9.2
coat,36.800000000000004,4,9.200000000000001
veselka,236.5999999999999,26,9.099999999999996
pouch,26.099999999999998,3,8.7
drink,2640.599999999997,319,8.277742946708456
francisco,81.10000000000001,9,9.011111111111113
opus,6.8,1,6.8
skill,9.2,1,9.2
kick,255.79999999999998,29,8.820689655172414
mysteriously,9.4,1,9.4
pla,9.0,1,9.0
alongside,9.4,1,9.4
cuban,34.099999999999994,4,8.524999999999999
restauracja,8.8,1,8.8
bestzxt,9.4,1,9.4
shirt,16.3,2,8.15
albert,36.8,4,9.2
sketch,6.5,1,6.5
caesar,73.4,9,8.155555555555557
generally,78.2,9,8.68888888888889
zarin,9.0,1,9.0
debate,8.9,1,8.9
debatable,9.4,1,9.4
addict,96.99999999999999,11,8.818181818181817
concert,14.3,2,7.15
added,9.0,1,9.0
jug,17.9,2,8.95
balmy,9.2,1,9.2
americanzi,8.3,1,8.3
wifus,1019.2999999999994,128,7.963281249999995
search,18.6,2,9.3
safe,33.1,4,8.275
hone,8.9,1,8.9
sole,8.6,1,8.6
dank,54.6,6,9.1
geek,8.3,1,8.3
saborosa,9.4,1,9.4
gon,103.8,12,8.65
skin,423.79999999999995,49,8.648979591836733
promote,9.4,1,9.4
promozione,93.5,11,8.5
hardboard,7.7,1,7.7
conde,9.1,1,9.1
childless,6.9,1,6.9
robataya,9.4,1,9.4
frautau,18.2,2,9.1
click,15.6,2,7.8
chickalicious,9.2,1,9.2
cookies,54.7,6,9.116666666666667
signless,8.8,1,8.8
cashew,97.6,11,8.872727272727273
cobbler,9.1,1,9.1
meredith,27.299999999999997,3,9.1
bone,183.10000000000008,22,8.322727272727276
spettacolare,8.5,1,8.5
fest,9.3,1,9.3
pineapple,231.49999999999997,26,8.903846153846153
too,3974.1999999999903,457,8.696280087527331
folk,110.39999999999999,13,8.492307692307692
farro,9.1,1,9.1
marshamallow,9.2,1,9.2
complex,53.5,6,8.916666666666666
potatoe,9.1,1,9.1
clearvwhen,5.8,1,5.8
bueno,22.6,3,7.533333333333334
tortais,8.2,1,8.2
scallion,457.29999999999967,51,8.96666666666666
coleslaw,27.299999999999997,3,9.1
royale,7.5,1,7.5
groove,7.5,1,7.5
croquette,36.599999999999994,4,9.149999999999999
consider,94.5,11,8.590909090909092
redeye,35.4,4,8.85
lotsa,7.2,1,7.2
pilgrimage,8.5,1,8.5
junkie,9.0,1,9.0
general,69.0,8,8.625
tzatziki,24.0,3,8.0
casa,7.5,1,7.5
beignet,17.9,2,8.95
guni,9.4,1,9.4
ambulance,8.8,1,8.8
scene,104.0,12,8.666666666666666
found,6.8,1,6.8
embarrass,8.4,1,8.4
dat,18.8,2,9.4
unexpected,46.4,5,9.28
vuoksus,9.1,1,9.1
bulletproof,9.0,1,9.0
pull,453.5000000000002,52,8.72115384615385
mozart,9.0,1,9.0
bottlomless,9.1,1,9.1
neighbourhood,35.7,4,8.925
traditionally,7.6,1,7.6
shopper,8.0,1,8.0
great,15030.300000000156,1755,8.564273504273594
muinto,9.1,1,9.1
messy,59.300000000000004,7,8.471428571428572
asado,43.900000000000006,5,8.780000000000001
masala,15.8,2,7.9
banchan,8.6,1,8.6
coolhaus,18.8,2,9.4
stationary,9.2,1,9.2
biscuit,117.80000000000001,13,9.061538461538463
genial,9.2,1,9.2
appointment,6.8,1,6.8
saborizadas,8.1,1,8.1
sausage,728.9999999999993,80,9.112499999999992
yourself,647.7000000000003,75,8.636000000000003
mok,14.6,2,7.3
reverend,9.4,1,9.4
former,78.30000000000001,9,8.700000000000001
phallic,8.8,1,8.8
spinache,8.1,1,8.1
sidestep,9.0,1,9.0
craft,169.10000000000002,20,8.455000000000002
reliable,42.89999999999999,5,8.579999999999998
subterraneo,9.4,1,9.4
aptly,18.1,2,9.05
blonde,25.400000000000002,3,8.466666666666667
mostly,149.1,17,8.770588235294117
alfredo,51.50000000000001,6,8.583333333333334
raw,325.3999999999999,36,9.038888888888886
incl,8.6,1,8.6
leak,8.9,1,8.9
truman,9.1,1,9.1
surprise,192.49999999999997,22,8.749999999999998
larger,98.90000000000002,11,8.990909090909092
vainilla,9.1,1,9.1
cubes,7.6,1,7.6
sud,9.1,1,9.1
sing,26.0,3,8.666666666666666
churritos,8.2,1,8.2
neck,9.4,1,9.4
health,42.3,5,8.459999999999999
rip,71.2,9,7.911111111111111
schwarma,27.1,3,9.033333333333333
once,400.3,47,8.517021276595745
pollo,63.80000000000001,8,7.975000000000001
proprietor,9.4,1,9.4
penn,5.6,1,5.6
uncomfortable,55.199999999999996,7,7.885714285714285
gallery,8.3,1,8.3
shochu,73.39999999999999,8,9.174999999999999
revamp,8.6,1,8.6
thier,7.2,1,7.2
robber,6.6,1,6.6
them,37.1,4,9.275
tso,18.200000000000003,2,9.100000000000001
carrots,8.7,1,8.7
dan,2620.8000000000034,282,9.293617021276608
vote,44.3,5,8.86
cone,402.60000000000025,44,9.150000000000006
open,1106.600000000001,131,8.447328244274818
nix,18.2,2,9.1
fat,165.4,19,8.705263157894738
reservoir,19.5,3,6.5
any,1503.6000000000001,171,8.792982456140352
myth,7.8,1,7.8
beautiful,311.6999999999998,36,8.658333333333328
kushiage,17.2,2,8.6
horiatiki,8.0,1,8.0
quintessential,36.699999999999996,4,9.174999999999999
twee,7.7,1,7.7
marry,18.6,2,9.3
krispy,9.1,1,9.1
glorified,8.5,1,8.5
chloe,18.2,2,9.1
abt,8.8,1,8.8
baguette,70.7,9,7.855555555555556
shanghainese,8.9,1,8.9
invisible,6.5,1,6.5
alley,18.5,2,9.25
really,3651.3999999999924,427,8.55128805620607
clothes,17.7,2,8.85
ahi,74.2,9,8.244444444444445
matcha,215.99999999999991,24,8.999999999999996
ppl,114.50000000000001,13,8.807692307692308
extent,9.1,1,9.1
cauliflower,153.39999999999998,17,9.023529411764704
melhore,27.200000000000003,3,9.066666666666668
bucatini,17.299999999999997,2,8.649999999999999
bimbop,9.0,1,9.0
select,8.7,1,8.7
keen,7.5,1,7.5
sugarless,8.6,1,8.6
charred,8.7,1,8.7
necakajte,9.3,1,9.3
chiga,8.6,1,8.6
amy,25.1,3,8.366666666666667
rhyme,18.0,2,9.0
obv,9.3,1,9.3
website,7.5,1,7.5
grow,70.3,8,8.7875
animal,17.700000000000003,2,8.850000000000001
padthai,9.1,1,9.1
rare,141.59999999999997,17,8.329411764705881
alway,34.8,4,8.7
security,53.3,7,7.614285714285714
scald,7.8,1,7.8
perennial,9.4,1,9.4
bourbon,52.50000000000001,6,8.750000000000002
galera,9.2,1,9.2
tea,72991.8000000005,8027,9.093285162576366
trythesorbet,9.1,1,9.1
ultimate,105.79999999999998,12,8.816666666666665
calibrate,9.3,1,9.3
heaping,8.0,1,8.0
ambitious,7.3,1,7.3
hungover,7.2,1,7.2
koki,9.4,1,9.4
ones,8.0,1,8.0
contraption,9.1,1,9.1
bar,3469.9999999999964,405,8.567901234567893
eataly,16.2,2,8.1
haley,9.4,1,9.4
ceramic,18.4,2,9.2
unbeatable,43.6,5,8.72
automatically,9.2,1,9.2
carb,9.0,1,9.0
jackie,9.0,1,9.0
moody,9.0,1,9.0
inner,17.7,2,8.85
stroganoff,127.39999999999996,14,9.099999999999998
laffa,27.299999999999997,3,9.1
asap,9.4,1,9.4
inspiraton,7.8,1,7.8
safety,17.1,2,8.55
setting,120.2,14,8.585714285714285
policy,110.8,13,8.523076923076923
braid,13.6,2,6.8
kakara,18.8,2,9.4
loveliness,9.1,1,9.1
kalb,8.6,1,8.6
recognize,22.7,3,7.566666666666666
beauuuutiful,9.2,1,9.2
amazingness,9.0,1,9.0
oversauced,8.1,1,8.1
gingerade,18.299999999999997,2,9.149999999999999
arrachera,24.599999999999998,3,8.2
fajitas,6.6,1,6.6
incident,16.1,2,8.05
letter,8.9,1,8.9
neighborhood,479.29999999999995,56,8.55892857142857
morsel,17.8,2,8.9
rush,154.09999999999997,17,9.06470588235294
endless,9.4,1,9.4
lanky,7.2,1,7.2
homesick,17.6,2,8.8
whisper,9.1,1,9.1
macchiatos,8.0,1,8.0
complexity,9.1,1,9.1
hit,438.50000000000017,51,8.598039215686278
trust,270.29999999999995,31,8.719354838709675
landmark,17.5,2,8.75
volume,35.099999999999994,4,8.774999999999999
gauche,9.2,1,9.2
madrid,7.1,1,7.1
wanton,15.2,2,7.6
cucumber,475.0000000000003,53,8.962264150943401
receitas,7.8,1,7.8
sake,1646.5000000000048,178,9.250000000000027
formaggi,27.299999999999997,3,9.1
danisious,9.0,1,9.0
doc,17.4,2,8.7
snacking,7.7,1,7.7
robicelli,8.6,1,8.6
doughy,18.4,2,9.2
deliciousness,143.0,16,8.9375
holmes,24.799999999999997,3,8.266666666666666
thinly,18.2,2,9.1
pointtttttt,8.9,1,8.9
classic,948.5000000000007,107,8.864485981308418
bobby,9.0,1,9.0
filo,8.6,1,8.6
ending,8.7,1,8.7
paste,147.4,16,9.2125
pace,6.8,1,6.8
birthday,703.6000000000009,78,9.020512820512833
disco,7.6,1,7.6
settle,48.400000000000006,6,8.066666666666668
creatively,26.9,3,8.966666666666667
paninis,18.1,2,9.05
curt,8.9,1,8.9
yakitori,422.20000000000005,49,8.616326530612247
mmmmmm,8.3,1,8.3
techno,9.4,1,9.4
thoughtful,25.2,3,8.4
gtfo,18.8,2,9.4
suck,240.70000000000002,30,8.023333333333333
unchik,7.3,1,7.3
eyed,9.0,1,9.0
dama,28.200000000000003,3,9.4
occasionally,15.100000000000001,2,7.550000000000001
swoooon,9.0,1,9.0
addiction,24.8,3,8.266666666666667
jail,9.0,1,9.0
sightglass,9.2,1,9.2
sam,26.1,3,8.700000000000001
figure,35.099999999999994,4,8.774999999999999
swiss,91.0,11,8.272727272727273
dummy,8.3,1,8.3
turnoff,7.5,1,7.5
entre,9.4,1,9.4
geletto,9.1,1,9.1
emptor,6.5,1,6.5
organize,24.599999999999998,3,8.2
tsukus,9.4,1,9.4
screw,50.50000000000001,6,8.416666666666668
yelp,17.7,2,8.85
remake,6.8,1,6.8
varnishkes,9.1,1,9.1
fuller,9.1,1,9.1
petal,641.0000000000001,75,8.546666666666669
sarah,23.2,3,7.733333333333333
auf,9.0,1,9.0
skhug,9.1,1,9.1
amerena,18.2,2,9.1
profit,14.7,2,7.35
sibling,8.5,1,8.5
borsct,9.1,1,9.1
personal,231.0999999999999,27,8.559259259259257
fight,25.799999999999997,3,8.6
toss,9.2,1,9.2
vintage,53.10000000000001,6,8.850000000000001
expire,23.1,3,7.7
tobiko,8.4,1,8.4
malgosia,9.1,1,9.1
syrup,192.29999999999995,23,8.360869565217389
jakiej,8.8,1,8.8
ground,99.30000000000001,11,9.02727272727273
mic,8.3,1,8.3
metrofocus,18.5,2,9.25
they,154648.49999999726,17061,9.06444522595377
dispenser,25.999999999999996,3,8.666666666666666
payard,9.2,1,9.2
stingiest,5.8,1,5.8
foccacia,9.1,1,9.1
dukes,9.4,1,9.4
terrine,37.0,4,9.25
muy,102.49999999999999,12,8.541666666666666
hooray,16.9,2,8.45
instagram,17.9,2,8.95
speak,68.4,8,8.55
retouching,8.7,1,8.7
marshmallow,352.9000000000002,39,9.048717948717954
asparagus,99.00000000000001,11,9.000000000000002
simplesmente,9.1,1,9.1
noho,52.39999999999999,6,8.733333333333333
magnolia,9.1,1,9.1
greek,198.7,25,7.9479999999999995
modern,69792.80000000141,7648,9.125627615062946
themselves,34.6,4,8.65
skimpy,22.599999999999998,3,7.533333333333332
bubble,271.99999999999994,33,8.24242424242424
cult,27.700000000000003,3,9.233333333333334
unbiased,9.4,1,9.4
teacher,6.2,1,6.2
christ,9.4,1,9.4
mejore,9.1,1,9.1
enchillada,6.6,1,6.6
scenario,15.899999999999999,2,7.949999999999999
crocante,9.1,1,9.1
milkshakes,18.1,2,9.05
frapaccino,7.8,1,7.8
sell,254.69999999999993,31,8.216129032258062
wizard,7.6,1,7.6
panfry,8.0,1,8.0
fork,36.4,4,9.1
tilt,9.4,1,9.4
washer,8.7,1,8.7
flexible,9.4,1,9.4
loving,9.1,1,9.1
chazuke,18.0,2,9.0
attitude,120.00000000000003,14,8.571428571428573
funnyman,9.1,1,9.1
forbid,35.0,4,8.75
taxi,9.1,1,9.1
someone,151.1,18,8.394444444444444
toonot,8.8,1,8.8
cupcakes,8.3,1,8.3
afterward,9.0,1,9.0
landes,7.1,1,7.1
typique,8.6,1,8.6
nuthin,7.5,1,7.5
else,681.0000000000001,78,8.730769230769232
shot,601.2999999999998,71,8.46901408450704
rest,188.89999999999995,23,8.213043478260868
ristretto,15.399999999999999,2,7.699999999999999
americanized,25.3,3,8.433333333333334
nya,9.4,1,9.4
matzo,87.39999999999999,10,8.739999999999998
montepulciano,17.2,2,8.6
win,251.99999999999997,29,8.689655172413792
energy,70.5,8,8.8125
doughnut,120.1,14,8.578571428571427
summertime,27.400000000000002,3,9.133333333333335
while,821.1000000000001,94,8.735106382978724
anime,8.8,1,8.8
stout,53.400000000000006,6,8.9
faaaantastic,8.7,1,8.7
harika,18.2,2,9.1
reather,9.1,1,9.1
lizard,7.2,1,7.2
whoah,9.3,1,9.3
assim,9.1,1,9.1
rickety,6.6,1,6.6
terence,9.1,1,9.1
liberally,17.1,2,8.55
nerdnyc,8.3,1,8.3
fuji,46.0,5,9.2
discuss,9.1,1,9.1
tare,18.2,2,9.1
mess,108.10000000000001,13,8.315384615384616
denenmelus,8.1,1,8.1
porkchop,15.1,2,7.55
dratch,18.299999999999997,2,9.149999999999999
tearamisu,27.299999999999997,3,9.1
event,48.7,6,8.116666666666667
hashbrown,9.1,1,9.1
scent,15.1,2,7.55
freakin,18.4,2,9.2
familiar,9.1,1,9.1
worth,2702.899999999993,303,8.920462046204596
yowano,9.4,1,9.4
worry,37.0,4,9.25
himizen,9.4,1,9.4
pellet,8.7,1,8.7
stay,396.4,46,8.617391304347825
alryt,8.9,1,8.9
olive,837.8000000000013,93,9.008602150537648
panne,9.1,1,9.1
mcdougal,9.0,1,9.0
premise,17.9,2,8.95
fot,7.3,1,7.3
block,215.89999999999992,25,8.635999999999997
vegetable,342.99999999999983,39,8.79487179487179
burus,9.4,1,9.4
slammin,25.7,3,8.566666666666666
quotidien,7.8,1,7.8
ukrainian,373.1000000000002,41,9.100000000000005
nog,9.2,1,9.2
good,13578.200000000143,1587,8.555891619407777
chanpagne,8.1,1,8.1
seth,17.7,2,8.85
hut,19.5,3,6.5
frites,35.099999999999994,4,8.774999999999999
tahitian,9.1,1,9.1
hair,84.10000000000001,10,8.41
anana,18.2,2,9.1
veggie,755.1,89,8.48426966292135
specifically,34.8,4,8.7
establishment,70.6,8,8.825
aolus,7.5,1,7.5
because,782.9000000000005,89,8.796629213483152
yum,1012.1000000000007,118,8.577118644067802
chaser,16.2,2,8.1
ipad,26.9,3,8.966666666666667
jay,16.7,2,8.35
lousy,25.599999999999998,3,8.533333333333333
kielbasa,209.29999999999993,23,9.099999999999996
board,57.4,7,8.2
variant,18.0,2,9.0
dangerous,26.5,3,8.833333333333334
pierce,8.9,1,8.9
tradition,8.0,1,8.0
elsewhere,106.8,13,8.215384615384615
mese,9.1,1,9.1
rogue,6.5,1,6.5
horchata,25.5,3,8.5
funday,17.0,2,8.5
com,157.5,18,8.75
toure,9.4,1,9.4
oft,9.1,1,9.1
sweetest,48.4,6,8.066666666666666
moin,9.4,1,9.4
rugby,13.6,2,6.8
sparkler,27.599999999999998,3,9.2
sorrow,9.4,1,9.4
bidaha,9.1,1,9.1
genmaicha,8.3,1,8.3
nicest,63.4,8,7.925
cronut,18.4,2,9.2
este,36.4,4,9.1
pretend,16.1,2,8.05
ricecake,9.4,1,9.4
stunning,9.4,1,9.4
tiny,69655.20000000134,7637,9.120754222862555
reusable,30.0,4,7.5
yummer,14.899999999999999,2,7.449999999999999
trifle,9.2,1,9.2
overwhelmingly,9.2,1,9.2
parlor,27.5,3,9.166666666666666
yikes,9.4,1,9.4
bank,18.1,2,9.05
vegetali,8.6,1,8.6
rad,15.7,2,7.85
forget,763.7000000000008,86,8.880232558139545
chocolatier,9.0,1,9.0
tatertot,7.5,1,7.5
deeeelish,9.2,1,9.2
those,409.5000000000001,47,8.71276595744681
truely,9.1,1,9.1
color,40.8,5,8.16
fan,469.4,54,8.692592592592591
impressiveness,8.9,1,8.9
motel,7.4,1,7.4
overprice,243.49999999999997,29,8.39655172413793
discrete,18.1,2,9.05
coyote,8.2,1,8.2
legitimately,8.9,1,8.9
sensacional,18.0,2,9.0
japan,138914.90000000538,15229,9.121734847987746
swing,45.5,5,9.1
fin,8.8,1,8.8
jason,18.2,2,9.1
than,2332.399999999996,270,8.638518518518504
endearing,16.6,2,8.3
bigger,103.00000000000001,12,8.583333333333334
money,249.89999999999995,29,8.617241379310343
programmer,8.9,1,8.9
covered,17.7,2,8.85
lackluster,9.1,1,9.1
gelinir,9.1,1,9.1
leuwins,9.2,1,9.2
boss,16.200000000000003,2,8.100000000000001
mercer,47.60000000000001,6,7.9333333333333345
distante,9.4,1,9.4
soak,66.7,8,8.3375
munchy,26.0,3,8.666666666666666
payment,41.800000000000004,5,8.360000000000001
farthing,42.0,6,7.0
tester,7.2,1,7.2
nutsack,8.2,1,8.2
vinaigrette,42.800000000000004,5,8.56
caramello,9.1,1,9.1
exciting,27.6,3,9.200000000000001
acho,9.1,1,9.1
respects,9.1,1,9.1
idea,120.1,14,8.578571428571427
brian,9.0,1,9.0
alternate,27.200000000000003,3,9.066666666666668
diabetes,9.1,1,9.1
wack,7.2,1,7.2
hippie,9.2,1,9.2
theatre,27.0,3,9.0
flake,122.69999999999997,14,8.764285714285712
let,414.5,48,8.635416666666666
library,16.6,2,8.3
ovaltine,63.7,7,9.1
oddly,8.7,1,8.7
system,89.9,11,8.172727272727274
niku,9.4,1,9.4
eff,6.9,1,6.9
deny,18.5,2,9.25
dens,8.3,1,8.3
stalky,9.2,1,9.2
cork,18.1,2,9.05
lagunita,8.3,1,8.3
cambodian,36.4,4,9.1
daqui,7.3,1,7.3
frostea,7.5,1,7.5
fantabulous,9.2,1,9.2
artsy,8.9,1,8.9
boat,18.5,2,9.25
tgi,7.5,1,7.5
famous,232.7999999999999,27,8.622222222222218
doctor,9.2,1,9.2
arrrrghhh,9.2,1,9.2
blush,7.3,1,7.3
zagat,8.9,1,8.9
accesible,6.6,1,6.6
situation,34.3,4,8.575
cassis,17.0,2,8.5
anne,9.4,1,9.4
plato,113.40000000000002,13,8.723076923076924
goulash,27.299999999999997,3,9.1
doggie,18.8,2,9.4
regiao,9.1,1,9.1
decadent,98.2,11,8.927272727272728
choclate,9.0,1,9.0
sunday,431.4,50,8.628
frio,8.9,1,8.9
unlikely,45.599999999999994,5,9.12
varenky,27.299999999999997,3,9.1
mamoun,90.0,10,9.0
lilliputian,17.2,2,8.6
innocent,9.0,1,9.0
polite,15.399999999999999,2,7.699999999999999
depth,28.0,3,9.333333333333334
romans,7.7,1,7.7
phylo,8.0,1,8.0
tuscan,46.9,6,7.816666666666666
